22	@@395048	vulnerable	ph	['aceasta ar putea însemna că suntem mai vulnerabili la durere? dr. francis javier, care până recent condus centrul de management al durerii de la centrul medical st. luke, se uită în genetica aici, compararea filipininos de strămoși mixte pentru a vedea dacă există diferențe în modul în care medicamentele durere sunt defalcate în organism.']	0
23	@@25154641	homeless	ca	"""""""['"""""""""""""""""""""""" subliniază că diferite comunităţi răspund la problema persoanelor fără adăpost în moduri diferite,,"""""""" a spus genunchi. """"""""']"""""""	0
24	@@17221429	vulnerable	ph	"""""""['"""""""""""""""""""""""""""""""""""""""""""""""" brandurile regionale până în prezent în spatele jucătorilor globali și internaționali de telefonie chineză în 4g și le-au privit vulnerabile la eșecul de a sări generația cu succes și pierde locul lor.""""""""""""""""""""""""""""""""""""""""']"""""""	0
25	@@7069687	refugee	au	['până acum, incidentele au adâncit îndoielile publicului cu privire la decizia cancelarului angela merkel de a deschide porţile germaniei către refugiaţi şi migranţi, ale căror numere au atins 1,1 milioane anul trecut.']	0
26	@@3659219	women	za	['unii spun că o revizuire a legislaţiei muncii sexuale ajută la protejarea tuturor celor implicaţi în serviciile oferite de aceşti bărbaţi şi femei.']	0
27	@@16669409	migrant	za	"""""""['"""""""""""""""" cred că, știți, a condus la mine fiind reținut timp de cinci ore, spre deosebire de o altă persoană sudaneză care a fost reținut timp de 30 de ore și este în anii 70. așa că, cred că e un aspect al acestuia. pe partea cealaltă, atunci când am mers la terminal 4, ei nu știu imigranții să incrimineze musulmani, și m-am simțit -- știi, cred că punctul pe care eu de fapt doresc să facă este, știi, cred că acest ordin este o reflecție a unei tendințe mai mari în această țară pentru a incrimina oameni negri, pentru a incrimina imigranții care vor fi afectate de acest lucru, știi, cred că ei vor fi tratați diferit, sincer. """"""""""""""""""""""""']"""""""	0
28	@@9706470	hopeless	us	"""""""[""""""""în acest an 4 iulie cade pe luni, astfel încât să aveţi doar 24 de ore pentru a lovi cu piciorul înapoi şi / sau de a face cea mai mare parte absolută a vacanţei înainte de a's înapoi la grind. cu o criza de timp ca asta, putem înţelege cum ar putea părea fără speranţă, dar nu se tem: lifehacker este aici! aici sunt câteva sfaturi pentru a vă ajuta să se scufunde în primul rând şi să iasă din cealaltă parte a vacanţei intacte.""""""""]"""""""	0
29	@@1306759	women	ca	['în plus, farooqui a declarat că grupurile femeilor cer instanţe rapide să se ocupe de violuri şi alte infracţiuni împotriva femeilor.']	0
30	@@8969086	immigrant	my	"""""""['am cartea de familie potrivită. de ce spun că sunt imigrant şi îmi ordonă să plătesc 50.000 de riel pe an? de ce nu mă recunosc ca cetăţean cambodian? de ce n-a fost un lucru până acum? """"""""mr. yang ross m-a întrebat.""""""""']"""""""	0
31	@@19025195	homeless	bd	['până aproape 110 familii fără adăpost din incendiu sunt cazate la hoteluri din vestul londrei. bisericile și centrele comunitare oferă mese și sprijin, și donații de îmbrăcăminte, jucării și consumabile casnice sunt inundații în.']	0
32	@@16687353	refugee	my	"""""""['""""""""cardinal tagle, care a vizitat așezări de refugiați ca parte a rolului său de președinte caritas, a declarat el întreabă oamenii care exprimă rezerve cu privire la primirea refugiaților și migranți, """""""""""""""" ați vorbit vreodată cu un refugiat adevărat? ați auzit povești de persoane reale? """"""""""""""""']"""""""	0
33	@@8301323	disabled	pk	['arshad a spus că, pe lângă faptul că a învăţat multe aspecte noi ale conducerii sportive, a învăţat cât de repede naţiunile în curs de dezvoltare foloseau sportul ca instrument de dezvoltare, iar în acest efort persoanele cu dizabilităţi şi persoanele defavorizate nu au fost lăsate în urmă în nici o etapă.']	2
34	@@24150149	disabled	ng	['până în prezent, fast-food-ul angajat care hrăneşte persoane cu handicap devine senzaţie pe internet']	3
35	@@7548760	migrant	za	"""""""['""""""""cei 28 de lideri ai blocului vor cere guvernului lui davutoglu să accepte """"""""""""""""deportările"""""""" la scară largă ale migranţilor economici din grecia, principalul punct de intrare în europa, şi să facă mai mult pentru a implementa un acord noiembrie pentru a încetini fluxul de oameni în bloc.""""""""']"""""""	0
36	@@20493025	homeless	ng	['fundaţia i-a îndemnat pe cei care sunt dispuşi să strângă fonduri pentru victimele fără adăpost să dea click pe link-ul de mai jos pentru donaţie.']	1
37	@@3277512	homeless	lk	['un incendiu care a izbucnit într-un lagăr de muncă în al navigaiya pe 8 mai a lăsat aproximativ 300 sri lankans, angajat la o companie de servicii janitorial în qatar, fără adăpost. le-au fost furnizate cu cazare temporară după incendiu. expatriați care nu au raportat la locul de muncă în aceste circumstanțe au fost arestați de autoritățile qatar.']	0
38	@@19143133	hopeless	bd	"""""""['rizvi : nu va fi nici o bucurie acest eid <h> """"""""cetățenii acestei națiuni devin fără speranță """"""""']"""""""	1
39	@@24700959	homeless	ke	['în urmă cu două săptămâni inundaţii, case şi ferme au fost scufundate de apă, făcând un număr de familii în garissa şi tana river fără adăpost.']	0
40	@@980736	immigrant	ie	['este de aşteptat ca aproximativ 800.000 de persoane nedocumentate să beneficieze de politica care le va permite să primească acţiuni amânate de la deportare. imigranţi nedocumentaţi care au ajuns în sua sub vârsta de 16 ani şi au trăit în sua mai mult de cinci ani pot solicita ajutor, odată ce acestea sunt sub vârsta de 30 de ani.']	0
41	@@20645208	disabled	ca	['justin bour a condus pe nouă cu al 22-lea homer, și în primul rând de la un stagiu de șase săptămâni pe lista cu handicap. ramos apoi a renunțat la patru single-uri, inclusiv două-out rbi hit-uri de pinch-hitter a.j. ellis și ichiro suzuki.']	0
42	@@4591694	hopeless	jm	['vanessa a avut sentimente de disperare în ultimele ei zile, care a crescut atunci când strigătul ei de ajutor a dat nici un răspuns de la magistratul rezident care a plasat-o în grija statului. scrisoarea ei a fost transmisă la această instanță oficială de către un investigator de la biroul avocatului copiilor.']	3
43	@@16948790	poor-families	in	"""""""['"""""""""""""""" there is food gived to biet family here by the government but we have not could to access it, """""""""""""""" gwauya\'s mother, sithela, thomson reuters foundation.""""""""']"""""""	0
44	@@20860277	vulnerable	ng	['tovarăşul david kerigbo ugondo s-a născut în familia ultimului pa akerigbo adikpo şi soţie, dna pam akerigbo adikpo în ziua 25 a lunii octombrie 1950 în achagh mbaduku în vandeikya guvernul local al statului benue. a 67-a aniversare a lui ar fi 25 de octombrie. un bine securizat nigeria a dat naştere şi l-a hrănit pe tovarăşul david în 27 de ani de serviciu meritorios pentru industrie şi sindicatism. este tragic faptul că un nigeria nevralgic în 2017 l-a făcut vulnerabil la focuri de armă de zi-lumină în septembrie 10, 2017 de către tâlhari înarmaţi criminali care au atacat în jurul oraşului birnin gwari din statul kaduna. dumnezeu îi poate acorda lui şi altor victime care au inclus un căpitan militar şi copil de odihnă eternă în paradis.']	1
45	@@4002879	refugee	us	['în prezent, ceea ce a mai rămas pentru poporul palestinian nu este nimic mai mult decât micul teritoriu al benzilor de gaza, care este o închisoare de facto de refugiați palestinieni, precum și satele și orașele împrăștiate și izolate ale malului vestic.']	1
46	@@8054332	in-need	us	['orlando, fl. - îți lipsește ceva neclar și drăguț în viața ta? multe pisici și câini pot umple această nevoie și sunt în nevoie de case bune.']	0
47	@@7267604	in-need	nz	['mai mult de 750 de troleibuze de alimente donate celor care au nevoie']	0
48	@@21492418	vulnerable	nz	['deans acum trăiește în japonia și a antrenat anterior wallabies, dar rămâne un kiwi robust. a cerut să evalueze dacă toți negrii erau vulnerabili în prezent, el a dat un răspuns empatic.']	0
49	@@23188586	immigrant	gh	['dezbaterea de imigrare a senatului a eşuat în a se materializa marţi, sporind perspectivele congresului şi preşedintelui donald trump care nu se încadrează într-o înţelegere privind securitatea graniţelor şi legalizarea tinerilor imigranţi.']	0
50	@@22222249	disabled	ph	['înainte de aprilie 2005, definiţia oficială a şomerilor a fost cei care nu au lucrat în timpul săptămânii de referinţă şi sunt în căutarea pentru locul de muncă. cu toate acestea, începând cu aprilie 2005, definiţia oficială a fost rafinată după cum urmează: nu de lucru, în căutarea de muncă, şi disponibile pentru locul de muncă. scade cei care sunt în căutarea dar nu disponibile pentru muncă şi adaugă cei disponibili dar nu în căutarea de muncă pentru următoarele motive: obosit / cred că nu este disponibil nici un loc de muncă, în aşteptarea rezultatelor unei cereri de locuri de muncă, temporar bolnav / handicapat, vreme rea, şi de aşteptare pentru reangajare / rechemare de locuri de muncă.']	0
51	@@14015696	hopeless	nz	['nu suntem toti hipiotii ciudati care traiesc in afara retelei. de fapt, pariez ca cei mai savurati oameni de afaceri, conventionali umplu un mic oras nz. la urma urmei, este locul potrivit sa fiti daca sunteti o persoana tanara care cauta sa intre pe piata locuintelor. si suntem vesnic recunoscatori economistilor care le spun constant tinerilor lui auckland ca cazul proprietatii acasa este fara speranta, in loc sa ii incurajam sa caute in alta parte. inseamna mai putina competitie pentru casele unde locuim. asta inseamna ca atunci cand cumparam, ipotecile sunt gestionabile ceea ce inseamna -- ati ghicit -- inca un motiv pentru care noi toti imbatranim bine.']	0
52	@@9925501	disabled	ca	"""""""['""""""""în conformitate cu misiunea guvernului modi,"""""""" accesibil india, împuternicit india """""""", împreună cu """""""""""""""" politica națională pentru persoanele cu handicap """""""""""""""" și """""""""""""""" o convenție cu privire la drepturile persoanelor cu handicap """""""""""""""", codul a făcut pentru prima dată dispoziții elaborate pentru a face clădirile și locurile publice accesibile pentru milioane de persoane cu handicap și în vârstă. codul pentru mediul construit fără bariere va fi aplicabil tuturor formelor de locuințe publice de către guvern și constructori privați.""""""""']"""""""	0
53	@@15319429	women	bd	['studiul 2015 afirmă că 97% dintre femei văd hărțuirea sexuală ca pe o formă de violență. în plus, un alt 85% dintre femei se simt jignitoare remarci sunt insultătoare și ofensatoare.']	0
54	@@18760930	disabled	ke	['un tribunal a ordonat unei companii petroliere să plătească un fost angajat sh5.7 milioane pentru că l-a concediat pentru că era handicapat.']	0
55	@@9305263	disabled	jm	['în ultimii 15 ani, spectacolul a predat peste 50 de milioane de dolari comunităţilor de seminţe de muştar pentru a ajuta cu îngrijirea a peste 400 de persoane abandonate, cu dizabilităţi, hiv/aid-uri, copii şi adolescenţi însărcinate cazaţi în cele 12 case de-a lungul insulei.']	1
56	@@9890957	homeless	nz	['celor fără adăpost, celor care au fost cândva fără adăpost, celor care lucrează cu cei fără adăpost și cu noii zelieri în cauză li se cere să împărtășească experiențele și soluțiile lor la această problemă tot mai mare cu ancheta persoanelor fără adăpost. mai mult&gt;&gt;']	0
57	@@925986	migrant	gb	"""""""['aceasta a spus: """"""""ar putea fi faptul că imigranţii din ţările din estul europei sunt mai bine educaţi şi mai ataşaţi de piaţa forţei de muncă decât populaţia nativă.']"""""""	1
58	@@3224696	homeless	lk	['a spus că au fost martori la tragedia pe care oamenii din nepal o experimentează în prezent. el a declarat că este un moment emoţional pentru toţi. el a spus că mii de oameni şi-au pierdut viaţa din cauza acestui cutremur în timp ce mulţi au fost lăsaţi fără adăpost şi săraci.']	0
59	@@15973393	in-need	ng	['am fost un lider pe atât de multe fronturi, nu doar pe acest continent, ci şi în lume -- de la atingerea independenţei noastre, până la dezvoltarea unei democraţii care menţine în esenţă un angajament de stabilitate şi un respect pentru statul de drept, la formarea noastră de misiuni de menţinere a păcii atât de necesare şi alte misiuni umanitare pentru alte naţiuni aflate în nevoie.']	0
60	@@20227078	homeless	ke	['viata pe strazi, ea remarca, nu a fost cu adevarat diferita de acasa, in cazul in care ea de multe ori a dormit foame sau in frig atunci cand proprietarul le-a blocat. awino va fi mereu recunoscator acelui om bun care a venit sa o salveze si a luat-o la centrul de salvare boma, o casa care ofera adapost temporar pentru copii fara adapost.']	1
61	@@16668574	poor-families	gh	"""""""['mwesigwa a spus """"""""tineri trebuie să învețe lecții de la un bun exemplu de eroi care au contribuit la lupta de eliberare. """""""" serviciul comunitar a fost efectuat la nivel de celule în toate districtele din rwanda sâmbăta trecută dimineața cu mii de participanți la tineri la școli curate și de a face renovarea de case pentru familiile sărace.']"""""""	1
62	@@50048209	vulnerable	gb	['pot spune asta la 53 de ani, dar când aveam 19 sau 20 de ani eram vulnerabil.']	0
63	@@18615742	migrant	gh	['au spus tuturor lucrătorilor imigranţi care doresc să se întoarcă în ţările sau comunităţile lor ca urmare a lipsei de locuri de muncă şi au rămas blocaţi din cauza politicii guvernului de a pleca paşnic şi în siguranţă, fără a se teme de intimidare la punctele de destinaţie de intrare şi sosire.']	0
64	@@13699547	migrant	ke	['de agenţie france presse, bruxelles, belgium, aug 5 -- temerile sunt în creştere în uniunea europeană că pactul său vechi de luni cu curcan pentru a reduce fluxurile de migranţi s-ar putea prăbuşi ca o ruptură aprofundează peste represiunea ankara după o lovitură de stat eşuată.']	0
65	@@15172256	homeless	ca	['adăpostul fără adăpost oferă un mediu sigur de dormit noaptea, dar nimic nu poate fi lăsat acolo în timpul zilei, chiar dacă individul se întoarce în acea noapte. centrul campion oferă acum o cameră încuiată cu rafturi în cazul în care elementele personale pot fi stocate, a spus schnee. vestiare cu un lacăt și cheie ar fi preferabil.']	0
66	@@9492573	migrant	pk	['în ianuarie 2015, fico a declarat că slovacia nu va fi în măsură să suporte intrarea de sute de mii de migranți musulmani care ar construi moschei în întreaga stat și ar transforma valorile și tradițiile țării.']	0
67	@@2055117	poor-families	za	['masemola a spus că studenţii provin din familii sărace şi au pierdut o mulţime de bani pregătindu-se pentru călătorie.']	0
68	@@3295868	vulnerable	ph	"""""""['""""""""""""""""centrele de date sunt deosebit de vulnerabile aici, în filipinee din cauza posibilităţii sporite de fluctuaţii şi întreruperi,"""""""" spune santos.""""""""']"""""""	0
69	@@3571432	refugee	au	['ţările în curs de dezvoltare suportă cea mai semnificativă povară, găzduind aproximativ 86% din refugiaţii lumii, faţă de 70% acum zece ani. curcan, lebanon şi pakistanez fiecare găzduieşte mai mult de 1 milion de refugiaţi. <h> verdict']	0
70	@@40022298	migrant	sg	['italy aspru criticat noi u.n. drepturile omului șef michelle bachelet marți, după ce ea a anunțat că va trimite anchetatori în țară pentru a verifica rapoartele de rasism și violență împotriva migranților.']	0
71	@@21860657	women	sg	"""""""['dar cât de des ar trebui să ne bărbierim dacă nu mai avem între zile? bine, suntem cu toții născut diferit și așa este părul nostru. parul tuturor crește diferit, astfel încât nu există nici un răspuns corect sau greșit cu privire la cât de des ar trebui să se radă. unele femei o fac în fiecare zi, în timp ce altele au privilegiul de a aștepta mai mult între bărbierit. ca timpul trece, nu vom mai încet despre corpul nostru și în cele din urmă găsi programul potrivit care funcționează. <h> 4 ) """""""" eu pot rade fără apă atunci când eu\'m într-o grabă \'']"""""""	0
72	@@19441106	migrant	my	['acesta a declarat că pedeapsa maximă ar trebui impusă pentru a-i face să realizeze că departamentul era serios în legătură cu angajarea imigranţilor ilegali, după ce li s-a acordat suficient timp (angajatorii) pentru a-şi înregistra lucrătorii în cadrul programului de e-card care a expirat la 30 iunie.']	0
73	@@25665376	refugee	hk	"""""""['""""""""mulţi au suferit în condiţii îngrozitoare în centrele de detenţie, stabilite pentru a face faţă afluxului de migranţi, ca opinia publică apelat la """""""""""""""" oboseala refugiaţilor. """""""""""""""" taberele originale au fost deschise şi au permis locuitorilor să lucreze în hong kong şi să călătorească liber, dar până în 1982, opusul a fost în vigoare, şi refugiaţii languished în """""""""""""""" închis """""""""""""""" centre de de detenţie, uneori de ani de zile. """"""""']"""""""	0
74	@@20827089	homeless	nz	['în ultima lună, patru uragane majore -- categoria 3 sau mai mare -- au trecut prin caraibe şi oceanul atlantic. uragane irma, jose, katia şi maria au cauzat daune majore naţiunilor insulare din caraibe, precum şi continental nord şi america centrală, devastand vieţile a milioane de oameni şi lăsând sute de mii de persoane fără adăpost şi strămutate.']	0
75	@@10016647	vulnerable	gb	"""""""['""""""""inspectorul şef nicola shepherd, care a condus investigaţia, a spus: """""""""""""""""""""""" pentru o serie de ani aceşti oameni, care au fost plasate într-o poziţie de încredere, a efectuat abuz prelungit pe un număr semnificativ de tineri vulnerabili.""""""""']"""""""	0
76	@@18327302	vulnerable	za	"""""""['nici o fiinta umana nu ar trebui sa treaca prin acest tip de calvar. agentiile de securitate si guvernele de stat ar trebui sa continue sa ofere protectie speciala institutiilor de invatamant vulnerabile la acest tip de indignare mai ales in zonele indepartate,"""""""" a spus el.']"""""""	0
77	@@22454828	homeless	nz	['în septembrie, maiorul a pornit pe jos de la melbourne la canberra pentru a pleda pentru o soluţie naţională la problema fără adăpost.']	3
78	@@17256815	women	lk	"""""""['""""""""dar prabha a fost una dintre puținele femei norocoase care au avut o mulțime de sprijin de familie. """""""""""""""" soțul meu, părinții și frații au stat cu mine pe parcursul acelor vremuri dificile. soțul meu a fost un mare sprijin. el ar separa medicamentele mele și capsa împreună doza necesară pentru a fi luate într-un moment, astfel încât să nu am terminat sau sub consumul de orice medicament. sprijinul familiei este foarte crucial, pentru că atunci puteți blestema lumea. dacă sprijinul psihologic al familiei nu este acolo, nici o cantitate de sprijin din exterior poate ajuta. aderența este cuvântul cheie și este familia care poate lua pacientul pentru a finaliza călătoria de tratament. am fost un psiholog ; totuși nici unul dintre mecanismele mele de copy lucrat. doar imaginați-vă situația acelor pacienți care nu au tratament alfabet și alt sprijin """""""""""""""", a spus ea...']"""""""	1
79	@@15019103	vulnerable	ng	"""""""['""""""""el a spus: """""""""""""""" pentru a neutraliza atragerea ideologiei teroriste în rândul tinerilor şi al altor persoane vulnerabile, comunitatea internaţională condusă de statele unite ale americii trebuie să sprijine nigeria pentru a lupta împotriva corupţiei, repatria fondurile furate şi să iasă din recesiunea economică cât mai repede posibil.""""""""']"""""""	0
80	@@20105190	poor-families	my	['pentru sjkc chung hua sibuti, voluntarii maybank au ajutat la revopsirea zidurilor clădirii, au reparat ramele uşilor sparte de la toaletele şcolii, au donat uniforme celor 10 elevi din familii sărace, precum şi celor patru rafturi de fier şi 10 cutii cu 4 hârtii pentru şcoală.']	0
81	@@18579949	refugee	ie	['cu toate acestea, raportul a declarat că refugiaţii şi migranţii primesc mult mai multă atenţie decât milioanele strămutate în ţările lor prin conflicte, violenţă şi dezastre.']	0
82	@@16649916	vulnerable	pk	['aceasta este vulnerabilă la protestele internaționale ale consumatorilor împotriva politicilor atu, deoarece are o amprentă globală semnificativă, foarte vizibilă în 75 de țări.']	0
83	@@4672144	homeless	pk	['demografia pakistanului si a indiei este foarte similara. saracia este o problema larg răspândită. potrivit fao-ului, 40% dintre copiii din pakistan sunt subnutriti si subponderali datorita lipsei accesului la alimente adecvate. si acest lucru nu se datoreaza faptului ca nu este suficient; pakistanul este a 8-a cea mai mare tara producatoare de alimente, cu toate acestea, 50 la suta din populatie este mancare nesigura. cu inegalitatea masiva a veniturilor care persista, rha este o miscare stralucita. colectam resturi sau mancare suplimentara din restaurante si o distribuim celor fara adapost si infometati din localitate.']	3
84	@@4608429	vulnerable	pk	['cu toate acestea, schismul din comunitatea ahmadiyya şi afirmaţiile lui mirza muhammad ahmad au lăsat mişcarea vulnerabilă împotriva acuzaţiilor de a fi eretic.']	0
85	@@25504610	women	ie	['veila barsley joacă în suedia pentru eskilstuna unite şi reprezentate anglia la nivel de tineret, deşi ea a plecat pe pentru a deveni o internaţională cu echipa de femei scoţiană.']	0
86	@@3876235	refugee	ca	['până la mutarea în propria lor cazare în duncan, refugiaţii stau cu o familie în golful cowichan.']	0
87	@@22011888	hopeless	my	"""""""['""""""""""""""""""""""""conversie ecologică """""""""""""""" solicită o schimbare în stilul nostru de viață. acest lucru înseamnă că adevărata transformare a lumii trebuie să vină de la fiecare dintre noi, nu de la. trebuie să alegem sacrificiu peste dorinta, împărtășirea asupra lăcomiei, și servind binele comun al întregii creații peste comoditate. numai atunci putem fi cu adevărat discipoli ai speranței într-o situație aparent fără speranță. """"""""']"""""""	0
88	@@4789100	in-need	ie	"""""""[""""""""scopul lui freeman este de a deschide un serviciu de casă pieta în queens'new york centru irlandez în termen de 6-8 luni, care va oferi consiliere de sănătate mintală pentru irlandezi care au nevoie în zona cea mai mare new york city. ei au fost, de asemenea, în contact cu centre irlandeze în boston, chicago şi d.c. despre expansiune.""""""""]"""""""	0
89	@@3317664	poor-families	au	['de necrezut. ei aruncă două familii sărace unul împotriva celuilalt şi îi fac să se simtă vinovaţi că ajută pe cineva pentru distracţia noastră?']	0
90	@@3085929	in-need	za	['nevoia pielii este o modalitate sigură și precisă de a traumatiza pielea pentru a stimula colagenul, pe baza principal de mai sus. duce la o piele mai netedă, mai fermă și mai tânără în căutarea.']	0
91	@@22447789	disabled	hk	['cu toate acestea, în acest an el a întâlnit un grup de alergători cu handicap entuziaști, precum și competitori jocuri paralimpice la un eveniment în hong kong.']	0
92	@@16707961	refugee	au	['în timpul apelului cu pm australian pe refugiați, trump tras telefon departe de ureche și spune că vrea off apel, care se termină brusc pe sursă.']	0
93	@@1852200	in-need	tz	['mai multe state independente de pavilion african sunt sub opresiune economică, o robie care nu este foarte diferită de regulile coloniale ale lumii 1900 -- 1970. această lume modernă este o lume în mijlocul dependenței economice și o mulțime de oameni care au nevoie de ajutor. cu alte cuvinte mediul politic sub regula neo-coloniale de astăzi nu este diferit de mediul politic în perioada colonială în care au început luptele pentru independență.']	0
